9789,7486,8266,6832,7802,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
201,4594,7486,7802,8266,8290,8315,9789,52,867,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
201,867,1095,2043,2365,3604,4594,5758,7486,7802,8266,8290,8315,8350,9789,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
201,867,1095,1955,2043,2365,2871,3604,4594,5231,5378,5758,7486,7802,8266,8290,8315,8350,8990,9789,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
201,867,1095,1531,1955,2043,2365,2711,2871,3209,3604,4594,4779,5231,5378,5758,7486,7802,8266,8290,8315,8350,8990,9573,9789,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
201,867,1095,1531,1955,2043,2365,2711,2871,2887,3209,3604,4594,4779,5231,5378,5758,6389,6472,7262,7278,7486,7802,8266,8290,8315,8350,8990,9573,9789,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
201,867,1095,1531,1955,2043,2236,2365,2711,2871,2887,3209,3604,3792,4594,4779,5231,5378,5386,5758,6389,6455,6472,7262,7278,7486,7802,8266,8290,8315,8350,8990,9431,9573,9789,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
44,201,242,867,1095,1531,1955,2043,2236,2273,2365,2711,2871,2887,3209,3604,3792,4594,4779,5231,5378,5386,5758,6136,6389,6455,6472,7262,7278,7486,7802,8266,8290,8315,8350,8990,9431,9573,9789,9816,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
44,201,242,565,867,1095,1531,1955,2043,2236,2273,2365,2711,2871,2887,3209,3462,3604,3712,3792,4594,4779,5231,5378,5386,5758,6136,6389,6455,6472,6625,7262,7278,7486,7802,8266,8290,8315,8350,8990,9431,9499,9573,9789,9816,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
44,201,242,565,867,1095,1270,1531,1955,2043,2236,2273,2365,2711,2871,2887,3209,3462,3604,3712,3792,4594,4745,4779,5231,5378,5386,5758,6136,6389,6455,6472,6625,7262,7278,7385,7486,7802,8266,8290,8315,8350,8990,9431,9446,9499,9573,9789,9816,10029,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
44,201,242,565,697,867,1095,1270,1531,1955,2043,2236,2273,2365,2711,2730,2871,2887,3209,3322,3462,3604,3712,3792,4594,4745,4779,5010,5231,5378,5386,5758,6136,6389,6455,6472,6625,7262,7278,7385,7486,7802,7860,8266,8290,8315,8350,8990,9431,9446,9499,9573,9789,9816,10029,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,44,86,201,242,565,697,867,1095,1270,1531,1955,2043,2236,2273,2365,2711,2714,2730,2871,2887,3209,3322,3462,3604,3712,3792,3927,4367,4594,4745,4779,5010,5231,5378,5386,5758,6136,6389,6455,6472,6625,7262,7278,7385,7486,7802,7860,8266,8290,8315,8350,8990,9431,9446,9499,9573,9789,9816,10029,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,44,86,201,242,348,565,697,867,908,965,1095,1270,1531,1955,2043,2236,2273,2365,2711,2714,2730,2871,2887,3209,3322,3433,3462,3604,3712,3792,3927,4183,4367,4594,4745,4779,5010,5231,5378,5386,5758,6136,6389,6455,6472,6625,7262,7278,7385,7486,7802,7860,8266,8290,8315,8350,8990,9431,9446,9499,9573,9789,9816,10029,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,44,86,201,242,348,565,697,867,908,965,1095,1270,1531,1955,2043,2236,2273,2330,2365,2711,2714,2730,2871,2887,3120,3209,3322,3433,3462,3604,3703,3712,3792,3927,4183,4367,4594,4745,4779,5010,5231,5378,5386,5654,5758,6136,6389,6455,6472,6625,7262,7278,7385,7486,7802,7860,8210,8266,8290,8315,8350,8990,9431,9446,9499,9573,9789,9816,10029,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,44,86,201,242,348,565,697,867,908,965,1095,1270,1531,1955,2043,2236,2273,2330,2365,2711,2714,2730,2871,2887,3120,3209,3322,3433,3462,3604,3703,3712,3770,3792,3927,4183,4367,4418,4594,4745,4779,5010,5231,5378,5386,5654,5758,6136,6389,6455,6472,6625,7262,7278,7385,7486,7802,7860,8210,8266,8290,8315,8350,8989,8990,9431,9446,9499,9539,9573,9683,9789,9816,10029,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,44,86,201,242,348,565,666,697,867,908,965,1095,1270,1531,1955,2043,2236,2247,2273,2330,2365,2711,2714,2730,2871,2887,3120,3209,3322,3420,3433,3462,3604,3703,3712,3770,3792,3927,4183,4366,4367,4418,4594,4745,4779,5010,5231,5378,5386,5654,5758,6136,6389,6455,6472,6625,7262,7278,7385,7486,7525,7802,7860,8210,8266,8290,8315,8350,8989,8990,9431,9446,9499,9539,9573,9683,9789,9816,10029,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,44,86,201,242,348,565,666,697,867,908,965,1095,1270,1531,1955,2043,2236,2247,2273,2330,2365,2711,2714,2730,2871,2887,3120,3209,3322,3420,3433,3462,3604,3703,3712,3770,3792,3927,4183,4366,4367,4418,4594,4745,4779,5010,5231,5308,5378,5386,5654,5758,6136,6254,6389,6455,6472,6625,7262,7278,7385,7486,7525,7802,7860,8210,8266,8290,8315,8317,8350,8363,8399,8989,8990,9431,9446,9499,9539,9573,9683,9789,9816,10029,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,44,52,86,201,242,348,565,666,697,867,908,965,1095,1270,1531,1955,2043,2236,2247,2273,2330,2365,2711,2714,2730,2871,2887,2953,3120,3209,3322,3420,3433,3462,3604,3703,3712,3770,3792,3927,4183,4366,4367,4418,4594,4745,4779,5010,5231,5308,5378,5386,5654,5758,6136,6254,6389,6442,6455,6472,6625,7262,7278,7385,7486,7525,7550,7802,7860,8210,8266,8290,8315,8317,8350,8363,8399,8989,8990,9431,9446,9499,9539,9553,9573,9683,9789,9816,10029,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,44,52,86,201,242,348,565,666,697,867,908,965,1095,1270,1531,1923,1955,2043,2236,2247,2273,2330,2365,2711,2714,2730,2871,2887,2953,3120,3209,3322,3414,3420,3433,3462,3604,3703,3712,3770,3792,3927,4183,4366,4367,4418,4594,4745,4779,5010,5102,5231,5308,5378,5386,5654,5758,6136,6254,6389,6442,6455,6472,6625,7262,7278,7385,7486,7525,7550,7802,7807,7860,8210,8266,8290,8315,8317,8350,8363,8399,8989,8990,9431,9446,9499,9539,9553,9573,9683,9727,9789,9816,10029,-1,-1,-1,-1,-1
23,44,52,86,201,242,348,565,666,697,867,901,908,965,1095,1270,1531,1923,1955,2043,2236,2247,2273,2330,2365,2711,2714,2730,2871,2887,2953,3120,3209,3322,3414,3420,3433,3462,3481,3604,3703,3712,3770,3792,3927,4183,4366,4367,4412,4418,4594,4734,4745,4779,5010,5102,5231,5308,5378,5386,5654,5758,6010,6136,6254,6389,6442,6455,6472,6625,7262,7278,7385,7486,7525,7550,7802,7807,7860,8210,8266,8290,8315,8317,8350,8363,8399,8989,8990,9431,9446,9499,9539,9553,9573,9683,9727,9789,9816,10029
